author,text,likes,published_at,sentiment
@kritikapatidar6083,Bharti ekta jindabad❤❤,0,2025-05-31T14:43:58Z,Neutral
@Muhd-Belal,"Rathee 😂
India imports weapons from three different countries—France, Russia, and Israel—but still faces failures. 
😂😂😂
Tell Modi that instead of importing weapons, he should concentrate on helping the impoverished people, especially the Indian military personnel. 
😂
Lastly, I believe Indians remember well that on February 27, 2019, the Pakistan Air Force shot down Indian pilot Abhinandan Varthaman. 
😂😂😂
On May 10, 2025, the Pakistani Air Force reportedly engaged three Rafales, a MiG-29, and an Su-30. 
😂😂😂
India will not forget this. 
😂😂😂
Abhinandan Varthaman himself recognized the professionalism of the Pakistani military, air force, and navy, remarking that ""the tea is fantastic"" 😂😂 during his time in captivity.😂😂😂",0,2025-05-31T14:43:56Z,Positive
@ChandrdevKumar-c9m,Super ❤,0,2025-05-31T14:43:55Z,Positive
@MR.FUNNY12319,"choro yar maa pakistan se ho per hum sab ko aik ban ka rahna chiya 
agar ya sab such ha to sorry",0,2025-05-31T14:43:54Z,Negative
@ansermuhammad2867,آپ کا دکھ سمجھ سکتے ہیں,0,2025-05-31T14:43:52Z,Neutral
@Abulfoyeasherenow,😢😢😢😂😂😂,0,2025-05-31T14:43:45Z,Neutral
@sanjeebkumarsahoo5132,👍🙏,0,2025-05-31T14:43:45Z,Neutral
@MominMarbls,Expose Odisha bajrang dal 🔥,0,2025-05-31T14:43:43Z,Neutral
@HamzaMughal-k8r,NAHI tum Galat ho yar tum gote ho 😡😡🤬😡😡🤬🤬😡😡🤬😡😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡😡🤬😡🤬🤬😡🤬😡😡,0,2025-05-31T14:43:42Z,Neutral
@Mansingh0911,Bhai bs kr ab 😂😂😂😂,0,2025-05-31T14:43:42Z,Neutral
@abdulmoiztalhaahmad7116,Good bye,0,2025-05-31T14:43:38Z,Positive
@AsisfKhan-v7p,Tumhen khak nahi pata,0,2025-05-31T14:43:35Z,Neutral
@usthing-t5u,lol joker,0,2025-05-31T14:43:33Z,Positive
@AzmatShah-d5v,Pakistani army sy apko takeef ha matlab hamari army sirf apky lia hani karkh ha hmary lia gods gift ha ❤❤,0,2025-05-31T14:43:29Z,Positive
@kritikapatidar6083,❤,0,2025-05-31T14:43:27Z,Neutral
@user-rf6no3ri3o,Godi Media- indian occupied Kashmir me kya ho raha wo bhi btao,0,2025-05-31T14:43:25Z,Neutral
@kamleshprajapat20,Are Dhruv bhai Hamesha esi T-shirt m  Kyo rahte ho aur kapde nhi hai kya,0,2025-05-31T14:43:24Z,Neutral
@Alex-cy3hb,Salute you sir please video for Balochistan people please sir,0,2025-05-31T14:43:19Z,Positive
@NOTAYOUTUBER-f8q,RIP ALL OUR HEROES ❤❤❤,0,2025-05-31T14:43:18Z,Positive
@MuhammadAbdullah-ub4wh,just one video on kalbhushan jadahve,0,2025-05-31T14:43:17Z,Neutral
@goatemporium1350,😂😂😂😂,0,2025-05-31T14:43:14Z,Neutral
@MrSoomro87,"Love you dhruv bhai from Pakistan .. Hats off to you, fact is fact",0,2025-05-31T14:43:13Z,Positive
@ZeeshanFaisal-wx2cb,Tea fantastic ye bhi jhot hy😂,0,2025-05-31T14:43:01Z,Positive
@Isahakdriving007vlogs,Operation Sindoor pr  News akhirkar bol hi Diya❤❤😂😂,1,2025-05-31T14:43:01Z,Neutral
@onlyoneshot2829,I'll waiting for this video,0,2025-05-31T14:43:00Z,Neutral
@NooreIslam1,India me एक आतङ्कवादी ग्रुप है RSS जिस्का member India ka PM narendar modi hai.  RSS ke bare me bhi एक video banao agar dam hai to 😂,0,2025-05-31T14:42:58Z,Neutral
@Stellar_boy,9:26 So the fact you called science means “Supporting israel”,0,2025-05-31T14:42:56Z,Neutral
@shorts.w173,"I always support you 💯 
Criticism is the part of change",0,2025-05-31T14:42:55Z,Neutral
@sisterolog-t3o,Crazy 🤣🤣,0,2025-05-31T14:42:53Z,Negative
@rudromahmud8000,Rafayel kaha hay?,0,2025-05-31T14:42:46Z,Neutral
@bakesh7787,Jai hind,0,2025-05-31T14:42:45Z,Neutral
@Itx_YK,Boht Acha kia na krty to channel india ma ban ho jata roji roti bhad ho jati😂,1,2025-05-31T14:42:44Z,Negative
@MuhammadAli-hd9xq,"But in the last video, you sucked.  No research, no evidence",0,2025-05-31T14:42:40Z,Negative
@mukeshkapila4858,Tu to 3rd class hai,0,2025-05-31T14:42:38Z,Neutral
@TahirHassan-o9d,You are liar shut up,0,2025-05-31T14:42:38Z,Negative
@RahulSahu-x7n,Explain ANI propaganda.....,1,2025-05-31T14:42:38Z,Neutral
@ashoketarudas5070,"Asal me sabko man pasand kahani chahiye, chahe woh jhut kyun na ho. Sach agar man pasand nahi hoga toh yeh presenter bekar hai, yeh fake hai. 😂😂😂😂",0,2025-05-31T14:42:36Z,Negative
@25aushafahmed6,"Love you Dhruv Bhai❤
As an Indian Muslim i support you,you are correct",0,2025-05-31T14:42:33Z,Positive
@MuhammadAbdullah-ub4wh,Dhruve Bro i Agree ap ny sab ki pol kholi but kalbhushan jadhave ki pol kab kholy gy. do the justice bro.  do the dare,0,2025-05-31T14:42:31Z,Positive
@abdulmoiztalhaahmad7116,"Aur ha hum ya ma ap ko videos bus modi ki ya India ki butai suna k Liya nahi dekkta tha Mera pass itna time nahi hota k ma as neyaat se videos dekko. Balk ap se bhut Kuch seechta tha ma Jasa ma ne pehla bataya k AP ne hi mujey bataya tha k dictatorship kha Hoti ha.ap ki pehla bhi to videos aati thi na Pakistan pa hum ne tab to bura nahi kaha AP ko balk ap ne jab Islam par Kuch wrong bola tha to hamara molanao ne AP ko bura nahi raha bus ye Raha k AP Yaha wrong ho bus 
But ab ap ko ye Janna ho ga k ab ap wrong ho ap bus one sided story Bata Raha ho.",0,2025-05-31T14:42:30Z,Negative
@Masteradagency,Almost wrong figures,0,2025-05-31T14:42:28Z,Negative
@ozill39,15:08 a big lie 😂😂😂,0,2025-05-31T14:42:28Z,Neutral
@maliktube,O bhai jhooth q bol rhy ho 😂 ma sargodha sa hun yahan to ghanta kuch bhi nhi hua humara airbase to operation tandoor sa pehly bhi operational tha or is k darmyan bhi operational rha or ab bhi operational ha. Pta nhi kesy chu***e log youtuber bn gy hein 😂,0,2025-05-31T14:42:28Z,Positive
@RDdggrd,Andhbhakts shud introspect.,0,2025-05-31T14:42:27Z,Neutral
@SumiranLamichhane-b6n,aba nepal ka bhi banao vai,0,2025-05-31T14:42:26Z,Neutral
@shehrozabdulshakoor7887,Tlp,0,2025-05-31T14:42:16Z,Neutral
@pushkarsharma7193,Plz make a video explaining 7th to ceasefire night full details,0,2025-05-31T14:42:15Z,Neutral
@Aaniya41213,HAR HAR MAHADEV 🔱🇮🇳🇮🇳🇮🇳,0,2025-05-31T14:42:12Z,Neutral
@sajjadrana5967,Bhai tu bht bara jooker ha..😊,0,2025-05-31T14:42:06Z,Neutral
@Ur.Unclepecos,"Dhruv Rathee 1
Khan brothers 0",0,2025-05-31T14:42:05Z,Neutral
@Daisy-j7t4d,"We love our army,Pakistani army❤",0,2025-05-31T14:42:05Z,Positive
@sadodeori2531,This channel pakistan saport. Unfollow please .jai hind 🇮🇳🇮🇳,0,2025-05-31T14:42:00Z,Positive
@SyedaliQasim-l1c,پاکستانی عسکریت پسندوں کے خلاف جرات مندانہ مؤقف کے لیے دھرو راٹھی کے لیے بہت پیار۔ بھارت زندہ باد۔,0,2025-05-31T14:41:56Z,Neutral
@ravicharan2759,यह कोई आतंकवादी नहीं है इन्होंने किसी को मर्डर नहीं किया है आप का मकसद सिर्फ घूम फिर के एक धर्म विशेष को टारगेट करना है आप जो पहले एजुकेशन संबंधित वीडियो बनाते थे वह बहुत अच्छे थे उसे आप हट गए हो,1,2025-05-31T14:41:55Z,Neutral
@Tooringworld64,"मुझे ऐसा क्यों लगता है कि तेरी नसों में मुसलमानी खून दौड़ रहा है तू मुसलमान के बारे में कभी कुछ नहीं बोलता हमेशा बीजेपी को टारगेट करता है मेरे यहां उत्तर प्रदेश में अखिलेश यादव की सरकार में जब कावड़ यात्रा निकलती थी तो मुसलमान पत्थर बाजी और तलवार चाकू निकाल रोड पर खड़े हो जाते थे मगर योगी और मोदी के आने के बाद में सब बंद हो गया   इस वीडियो को बनाकर पाकिस्तान के लोगों को तो तूने खुश कर दिया मगर जो भारत के ही मुसलमान लोग और मुसलमान औरतें रोड पर चिपके हुए पाकिस्तान के झंडे को अपने हाथ से छुटाकर पाकिस्तानी प्रेम दिखा रहे हैं यह तूने क्यों नहीं बताया और मुर्शिदाबाद में जो हिंदुओं के साथ मुसलमानो द्वारा हो रहे अत्याचार के बारे में तूने क्यों नहीं बताया  मुर्शिदाबाद में मुसलमान ने हिंदुओं को कुल्हाड़ी से काटा उन्हें बेरहमी से मारा और उनकी बहन बेटियों की इज्जत लूट ली और उनके घरों को जलाकर तबाह कर दिया इसके बारे में तूने नहीं बताया मुझे बड़ा दुख होता है कि तू कुछ व्यूज और चंद पैसों के लिए यह प्रोपेगेंडा फैला रहा है | ध्रुव राठी मैं तुझे चैलेंज देता हूं अगर तूने अपनी मां का दूध पिया है तो मुर्शिदाबाद में हिंदुओं पर हो रहे अत्याचार पर एक वीडियो बना और इन लोगों को बता की किस तरह से हिंदू परिवार 200 से जादा अपने ही घरों को छोड़कर भाग गए , और हिंदू बहन बेटियों के लव जिहाद के बारे में भी वीडियो बनाना 😡😡😡",0,2025-05-31T14:41:52Z,Neutral
@ASIMIRTAZA,Do u have proof of Pakistani involvement? Where are attackers till now?India media started blaming Pakistan just after 5 minutes of attack,0,2025-05-31T14:41:42Z,Negative
@SukhrajSingh-g4q,Jai hind bhai,0,2025-05-31T14:41:42Z,Neutral
@power-vy4vf,I'm pakistani🇵🇰 and say Dhruv sir is 100% right. I support Dhruv raathi.,1,2025-05-31T14:41:40Z,Positive
@nooraameen786,Your videos everyone true i'm from myanmar,0,2025-05-31T14:41:39Z,Positive
@Silence1r,9:28 maza aa gaya 😂😂,1,2025-05-31T14:41:34Z,Neutral
@KamranKhanzada-n3e,Aby bhi pori dunia janti hay jo bh hamla hota hay bharat isreal k sath lay kar karta hay,0,2025-05-31T14:41:29Z,Neutral
@EasycookingwithGhosia,Jahan jo bhi kahan mr dhurav baat ye hai k apko aun bachon ka reference ni dena chahye jin ka sog aj pura pakistan aj tak manata hai army public school how could u do this pehely apko research or points barhe valid or search kiye lagte tha but last video sorry not excepted,0,2025-05-31T14:41:25Z,Neutral
@Smaxy6,Make a vedio about Pakistan occupied Balochistan.,0,2025-05-31T14:41:21Z,Neutral
@chesup2328,"You ar3 right, I'm from Pakistan",0,2025-05-31T14:41:19Z,Neutral
@SuchiSmita-w7x,We love india🇮🇳❤❤❤❤❤,1,2025-05-31T14:41:18Z,Positive
@manvendrapratapsingh9646,Ye reply pakistani logo ko de raha hai ya indian Hinduon ko?,0,2025-05-31T14:41:17Z,Neutral
@rajagupta1721,"From dihrender 
Excellent bro 😂😂😂😂",0,2025-05-31T14:41:16Z,Positive
@Daisy-j7t4d,"You are not showing Pakistani map correctly and trying  desperately  to include Azaad kashmir in narcisstic india 
No power on earth can undo Pakistan and you will see that
The partnership with israel is a sole proof that India is a cruel narcissistic state which is always busy to make broaden its borders by hook or by crook to make greater israel ,greater india",0,2025-05-31T14:41:16Z,Negative
@Lucifer_oI,"Do you know more about science than APJ Abdul Kalam and Robert Oppenheimer? 
They took the inspiration for these weapons from the Mahabharata. And they quoted those shlokas in their speech's multiple times. 
You only attack Hinduism in every video. If you have the courage, then try attacking Islam in every video and they will shut down your channel in a week.",0,2025-05-31T14:41:13Z,Negative
@ravi__negi__4333,India m to modi k poster lg rahe hai .😂😂😂😂😂😂,0,2025-05-31T14:41:13Z,Neutral
@MuhammadFayaz-oe5ht,"Oh, so you finally acknowledge that two jets went down.😅",0,2025-05-31T14:41:13Z,Neutral
@afroznawab5110,🫶🏻❤️,0,2025-05-31T14:41:13Z,Neutral
@Reba999,"Islam is evil.....they will always target non-Muslims because their evil book teaches ""KILL EVERY NON MUSLIM"". Look at the situation of UK and Europe...",0,2025-05-31T14:41:12Z,Negative
@Silence1r,9:28😂😂😂,0,2025-05-31T14:41:07Z,Neutral
@IzharHussain-d4p3r,Total disinformation 😅😅,1,2025-05-31T14:41:05Z,Neutral
@Truth_o99,"""Jinko lagta hai yeh video biased hai, unka dard bata raha hai ki teer seedha nishane par laga hai.""",1,2025-05-31T14:41:03Z,Neutral
@desrajmachra6989,गज़ब,0,2025-05-31T14:41:02Z,Neutral
@Khetibadivlog6,Pakistan me aam logo ko sacchai se door rakha jata hai..... Jhooti bate logo tak pak sarkar aur media pahuchati hai,0,2025-05-31T14:41:00Z,Neutral
@syedahmad8819,Love from Pakistan ❤❤❤,0,2025-05-31T14:40:50Z,Positive
@SiddharthKhurana-t9f,itna tension hai INDIA ka toh yaha aa ke content deliver kar on ground report pe MDC,0,2025-05-31T14:40:48Z,Negative
@Deepoficial8,"गोदी मिडिया महान है 🤔🤔 कम से कम आतंकवादी को साहब तो नहीं बोलते हैं 🤔🤔 
कम से कम हिन्दू आतंकवाद का आरोप तो नहीं लगाते हैं 🤔🤔",0,2025-05-31T14:40:47Z,Neutral
@riteshshrivastava5418,Socha tha kuch acha knowledge milega lekin hr baar ki trh tune is vdo me bhi ek specific dharm ko tease kiya,0,2025-05-31T14:40:46Z,Negative
@AliJuhar-q6j,"Im from Myanmar 🇲🇲 a persecuted Rohingya now living in Malaysia 🇲🇾  as far as I know the responsible for the kashmir attacked it was the planned of modi group and rebels, there is no doubt. Thanks bro don’t blame on Pakistan 🇵🇰..",0,2025-05-31T14:40:46Z,Negative
@cadetcollegehumakislamabad6095,6-0😂,0,2025-05-31T14:40:40Z,Neutral
@MdMohiuddin-gt8or,Bhartiye akta jindabad ❤,0,2025-05-31T14:40:38Z,Neutral
@Sam-isra,24:18 bat achi ya buri lagny ki nhj facts arr always right lkn is bar tumahry pas facts k tor kia sources ha indian godi media?  Kia debate ma pakistani media acceptable hoga? Nhi qk hm khud is ma party ha to tumharay pas soway indian media k koi bhi independent media source ha hi nhi abhi tam mujhy asa koi source nhi dikha jo ga sabit kwrta ho k trf pakiatani ha or indian nay sabit ker dia k pakistan is k pechay tha abhi rak srf cliams hi ker rhy ho sbot kuch nhi dy pa rhy,0,2025-05-31T14:40:31Z,Positive
@ParasChavan-io1ls,Then why are you not made video on Bangladeshi hindu at least you can also give some response I am your honest supporter this things creating doubt about you view,0,2025-05-31T14:40:27Z,Positive
@lubnanadeem4628,"جسطرح بازار میں بکنے والے ٹماٹو کیچپ میں ٹماٹر کے علاوہ باقی سب کچھ ہوتا ہے
اسی طرح پہلے سیز فائر اوراب سیندور والی ویڈیومیں ان دونوں معاملات پربات کے علاوہ باقی ساری عالمگیر سچائیاں اور پروف موجود
🤓🤓🤓🤓🤓🤓🤓🤓",0,2025-05-31T14:40:28Z,Neutral
@MagicMahi-p7d,"Baqi sab to thek hai 
Rafale ka kia bana ???
Us k baray main b ik video honi chayee???",0,2025-05-31T14:40:21Z,Negative
@mianshoaib2704,"Daam banane han bana loo , diversion karni ha karloo , hum uraaa den ge sab, Apki didi ka sindhoor marun .",0,2025-05-31T14:40:20Z,Positive
@HappyDonkeyShorts,"you can only block water , getting the help of nature you Cowards",0,2025-05-31T14:40:20Z,Neutral
@justfun7543,"14:02 Vande Mataram .... Salam aapki bahaduri ki.... Hamesha hamesha hum aapka aabhar rahenge.  Hindustan Zindabad tha, hain aur rahenge...",1,2025-05-31T14:40:17Z,Neutral
@Ferajjj,"🇺🇲 : indians jets were shot down.
🇨🇳 : indians jets were shot down.
🇫🇷 : indians jets were shot down.
🇵🇰 : indians jets were shot down.
🇮🇳 : no sarrr, fake news sarrr, do not redeem pojeets sarrr.",0,2025-05-31T14:40:16Z,Negative
@jadoonvlogs...7108,Kia ap is ki bhi khuly dil sa swikar krin gy k Balochistan main bachon ko marny  main ap ki establishment  army ka hath hai,0,2025-05-31T14:40:13Z,Negative
@sadodeori2531,Unfollow this channel,0,2025-05-31T14:40:13Z,Neutral
@taimoorhassan5653,"Really bullshit.. you guys just spread hatred, far from reality concepts",0,2025-05-31T14:40:13Z,Negative
@AftabKhan-e6m,Indian army wale heros hen just movies mein,0,2025-05-31T14:40:07Z,Positive
@Avisekroy-h4t,"Dhruv you are a true indian ,🎉",0,2025-05-31T14:40:05Z,Positive
@nosom7,Great work. 👏,1,2025-05-31T14:39:57Z,Positive
@kabirrajput3308,India acceptd😂 by jets shut down by pakistan.shame on u indian airforce,0,2025-05-31T14:39:56Z,Neutral
@ayushraj_74688,Pakhandi be like - hum kya kiye😂😂😂😂😂,0,2025-05-31T14:39:56Z,Positive
@amjaddahri8549,"AP NY bohat Sach bola hai bakol AP ky 
AP ki Indian army NY itny Muslim Mary hn philistine m us ki bh video banao
Or AP Israel ky Sath mil kr Jo krty ho wo bh batao
BLA ki training kaha Hoti hai y bh batao
Jitny AP atangi ho koi bh NH hai",0,2025-05-31T14:39:53Z,Positive
@Pushpaakash6,Thank you brothee,0,2025-05-31T14:39:50Z,Positive
@cubewala4820,Congratulations.. apki videos pakistan me promote hote ha . Operation Sindoor me jo apne indian govt ki galti ha bola tha tab Pakistani Atangkwadio me khusi ka mahol ho geya tha .,0,2025-05-31T14:39:50Z,Positive
@daniyalqadri9211,I know these videos are become necessary for you not getting ban in india well played 🤣😂😂,1,2025-05-31T14:39:49Z,Positive
@SaquibQuazi-f7c,18:57 right i agree ram ji ka naam badnam krte hai ye log😢,1,2025-05-31T14:39:48Z,Positive
@solaymanhossain9854,"India is also detrimental to it’s neighbouring countries like Bangladesh. This is because india always tries to control our country. 
Druvu rathe i agree with  you about Pakistan but can you make a statement about rss and modi and his ideology? Hafiz sayed and modi same fundamentalist but you are one sided.",0,2025-05-31T14:39:47Z,Positive
@shayadgamer-zt1cr,You are godi media❤,0,2025-05-31T14:39:45Z,Neutral
@rajeshkumar-ly2tf,Mujhe aisa lagta hai tum ek ektarfa analysis karte ho,1,2025-05-31T14:39:42Z,Neutral
@AftabKhan-e6m,India Kashmir pe zulm karti he ye video bhi banao,0,2025-05-31T14:39:42Z,Neutral
@ibnghazi8087,Accept that you sacrificed your neutrality and honesty to save your viewership on YouTube,1,2025-05-31T14:39:35Z,Positive
@Neon5y,kashmir hindu ke liye bhi awaz uthao,1,2025-05-31T14:39:34Z,Neutral
@mdfarooque9730,"जर्मनी और उनके सहयोगी देश जो भर भर कर विनाशकारी हथियार इसराइल को देकर गाजा के लोगों का इसराइल के यहूदियों द्वारा किया जा रहा है उनपर कुछ नहीं बोल रहे हो क्या तेरी पत्नी भी एक यहूदी है? 
या जर्मनी की नागरिकता खोने का डर है??",0,2025-05-31T14:39:25Z,Neutral
@GhulamMustafa-sf5to,I am watching from mendhar,0,2025-05-31T14:39:24Z,Neutral
@KahlidKhan-i1c,Is bat py Jung ho gae na ab Jung ka hall btao chotto rathi😃😃😃😃😃😜,0,2025-05-31T14:39:23Z,Neutral
@Miles2Chase,But operation sindoor ke baare me toh kuch btaya hi nahi,0,2025-05-31T14:39:22Z,Neutral
@kingsofmirzapur6039,Sabb se bda khrtra desh k ander rss aatanak waad sey hai,0,2025-05-31T14:39:17Z,Neutral
@SaeedKhan-dd7vt,jhot bholty hotay ho tum dear,0,2025-05-31T14:39:15Z,Positive
@KNIGHTGAMING946,I am Pakistani bro and sport you,0,2025-05-31T14:39:09Z,Neutral
@beatsworld-kp3yh,Remember 6-0,1,2025-05-31T14:39:05Z,Neutral
@akshaykumar-db9un,Jio mere sher,0,2025-05-31T14:38:59Z,Neutral
@AkshayChoudhary-0,Abdul Dhruv khan,1,2025-05-31T14:38:57Z,Neutral
@RashidImran-n1k,Loads of bull shit from dhruv but its natural he have to defend his country India who recently lost war from Pakistan,0,2025-05-31T14:38:47Z,Negative
@potterhead_34,"What would you say about attack on karachi bakery 
And it's so funny, absurd, disturbing that Indians are now even changing their sweets name and adding ram at the end
😒 Wtf stupid cheap  mindset",0,2025-05-31T14:38:44Z,Negative
@ravimishra51,जर्मनी के लिए कब बोले?,0,2025-05-31T14:38:41Z,Neutral
@AdAstra-x9m,"The reason for the criticism in your previous video wasn't because it was criticism of Pakistan but because how senseless it was. You can't claim yourself independent journalist when you are only talking about one side, whether it's about victims or about drone attacks. India launched drone attacks as well. And about targeting terrorists sites, the world has seen the video where missile dropped in bahawalpur,there were many civilians there. Quoting indian media while exposing Pakistan was the dumbest thing anyone can do.",1,2025-05-31T14:38:39Z,Negative
@mashalkhan-w7j,shut up druvv rathee such a liar i used to watch your videos love your videos but you broke my heart,2,2025-05-31T14:38:36Z,Negative
@Nikhilx-y3h,Bhakk 😂,0,2025-05-31T14:38:36Z,Neutral
@NareshBishwa,yei vi sala pgl ho gaya,1,2025-05-31T14:38:30Z,Neutral
@narottamnagesh3213,Good❤❤,0,2025-05-31T14:38:19Z,Neutral
@MirTowfeeq-q1e,Luv from Kashmir India  ❤️👤,0,2025-05-31T14:38:14Z,Neutral
@shrikantsingh105,Is ladke ne game khel gya pls alert all Indian. Kyo ki pak Alag lewal ka game khel rha hai,0,2025-05-31T14:38:11Z,Positive
@kesarinandan0079,कुछ हिन्दुओ को भी मारा गया ऑपरेशन सिंदूर की तारीफ करने पर भारत मे एकतरफा बात मत बोला करो,0,2025-05-31T14:38:08Z,Neutral
@arsalanadil2506,Why don’t u make a video that highlights how RAW is supporting BLA? And other organisations?? Why ?,0,2025-05-31T14:38:06Z,Positive
@onpritom7001,Bajar dol hamera bhi ha,0,2025-05-31T14:38:02Z,Positive
@user-everwher786,"In warfare only one side damage is not possible. If you say that you are an influencer and vary honest ,So you should revails the Indian side damage 9:04",0,2025-05-31T14:37:53Z,Negative
@samyakshambharkar3885,🙏🙏🙏,0,2025-05-31T14:37:51Z,Neutral
@EditingCraft45,"Not a satisfactory response to Pakistani, you didn't answered to the genuine questions raised by Pakistani",2,2025-05-31T14:37:50Z,Neutral
@abhi22-77,Jai hind jai bharat ❤,0,2025-05-31T14:37:46Z,Neutral
@NavinPrasad-e5z,13:49 I am not confirmed but I think the writer is pakistan origin and the us official name was not mentioned please check it,0,2025-05-31T14:37:43Z,Negative
@AftabKhan-e6m,Pakistan ki military hanekarak he India ke liye wah tum log to jaldi accept Kar Lete ho,0,2025-05-31T14:37:36Z,Positive
@Khan-1974,"With all due respect, if India continues with their failed Chanakya foreign policy, Modi as their leader and Yogi Adityanath as their next PM then I am afraid India might get detached from rest of the world!",0,2025-05-31T14:37:36Z,Neutral
@MuhammadHusnain-z2q,Bro 6__0😂,0,2025-05-31T14:37:34Z,Neutral
@rajkumarbaghelrajkumarbagh7817,❤मेरे पास जवाब ही नहीं है।सैल्यूट है।,0,2025-05-31T14:37:31Z,Neutral
@AyeshaNaveed-c8g,Sir Apki video FATF ne Dekhli?,0,2025-05-31T14:37:27Z,Neutral
@tahirnaqqash9698,"What we stand against is not that you speak against our government or the military. We speak against the fact that operation sindoor and its strikes have also hurt civilians. 2 Drone attacks have also been spotted in my city,  no bases are destroyed but instead, the drones have been dropped on busy civilian roads. Don't defend it when we see it with our own eyes.",0,2025-05-31T14:37:27Z,Negative
@haroon-khan-in-pakistan,"Not  one country supported India. If indeed Pakistan was behind the phelgam then at least one country will.come out and say it. But no one did,  Infact they suspected it was a false flag attack by india itself.
I'm any case India Lost the war 😂",0,2025-05-31T14:37:24Z,Negative
@abhimanu.baniya6352,"Nahi bhai I don't trust the wire, the quint, news laundry",0,2025-05-31T14:37:24Z,Negative
@faryalriaz3775,Misinformation,0,2025-05-31T14:37:22Z,Negative
@Theumavlogs005,Logon ko bewakoof bna raha hai views k liye ... Kbhi modi k khilaf bol kar aur kabhi pakistan k khilaaf bol kar,0,2025-05-31T14:37:20Z,Neutral
@Anokhacouplevlog,Love you sir ❤ next video please next video Ani news channel expose,0,2025-05-31T14:37:17Z,Positive
@vikky00013,Bhartiya ekta jindabad 🇮🇳❤❤❤,0,2025-05-31T14:37:15Z,Neutral
@DeenwithAsmaa,Bro app yehi kahoo ghee kuu kian app indian hooo how uu can judje book by its cover u say every muslim scolar is terorist u need to respect otheR  religons tooo,0,2025-05-31T14:37:14Z,Positive
@amanoverseas4190,Dhruv bhai plzzz diana prince's of Wales pe video bnao na❤,0,2025-05-31T14:37:11Z,Neutral
@sendhilkumar7236,Software updated,0,2025-05-31T14:37:08Z,Neutral
